Family	Count	Hits	TotMarkerLength
gb|AGC51118_1|ARO_3000617|mecA__Staphylococcus_aureus_	0.0	0	300
gb|AGC54799_1|ARO_3002108|CMY-95__Escherichia_coli_	0.0	0	33
gb|AGC60013_1|ARO_3001787|OXA-245__Klebsiella_pneumoniae_	0.0	0	34
gb|AGC70814_1|ARO_3001791|OXA-247__Klebsiella_pneumoniae_	0.0	0	34
gb|AGC92784_1|ARO_3000848|DIM-1_beta-lactamase__Enterobacter_sp__SL1_	0.0	0	194
gb|AGE00988_1|ARO_3002668|rmtG__Klebsiella_pneumoniae_	0.0	0	221
gb|AGE83081_2|ARO_3002308|VIM-38__Pseudomonas_aeruginosa_	0.0	0	33
gb|AGF70638_1|ARO_3002325|KPC-15__Klebsiella_pneumoniae_	0.0	0	68
gb|AGH19769_1|ARO_3003198|rmtH__Klebsiella_pneumoniae_	0.0	0	188
gb|AGH56079_1|ARO_3002190|MOX-8__Aeromonas_caviae_	0.0	0	33
gb|AGH70380_1|ARO_3002111|CMY-98__Citrobacter_freundii_	0.0	0	34
gb|AGI04227_1|ARO_3003687|APH(3_)-VI__Pseudomonas_aeruginosa_	0.0	0	33
gb|AGI42804_1|ARO_3002836|lnuB__Streptococcus_lutetiensis_	1.3352237855400024	8	159
gb|AGI65307_1|ARO_3001681|OXA-278__Acinetobacter_schindleri_	0.0	0	12
gb|AGK07368_1|ARO_3001689|OXA-253__Acinetobacter_baumannii_	0.0	0	34
gb|AGK07369_1|ARO_3001690|OXA-255__Acinetobacter_pittii_	0.0	0	33
gb|AGK07370_1|ARO_3001694|OXA-257__Acinetobacter_bereziniae_	0.0	0	67
gb|AGK40892_1|ARO_3001384|TEM-207__Escherichia_coli_	0.0	0	34
gb|AGK90303_1|ARO_3002734|QnrB19__Escherichia_coli_	0.0	0	33
gb|AGL39384_1|ARO_3001385|TEM-208__Escherichia_coli_	0.0	0	34
gb|AGL43628_1|ARO_3002779|QnrB67__Citrobacter_braakii_	0.0	0	33
gb|AGL43631_1|ARO_3002782|QnrB70__Citrobacter_braakii_	0.0	0	33
gb|AGL43632_1|ARO_3002783|QnrB71__Citrobacter_braakii_	0.0	0	34
gb|AGN33258_1|ARO_3002829|vgaA__Staphylococcus_epidermidis_	0.0	0	102
gb|AGN74946|ARO_3003749|salA__Staphylococcus_sciuri_subsp__sciuri_	0.0	0	300
gb|AGN92479_1|ARO_3002784|QnrB72__Citrobacter_sp__TR21_24_	0.0	0	34
gb|AGQ93789_1|ARO_3003176|CARB-21__Vibrio_parahaemolyticus_O1_Kuk_str__FDA_R31_	0.0	0	68
gb|AGR55864_1|ARO_3001793|OXA-320__Proteus_mirabilis_	0.0	0	34
gb|AGR82311_1|ARO_3002116|CMY-104__Citrobacter_sp__OTESBL0707_	0.0	0	68
gb|AGS82587_1|ARO_3002222|IMP-31__Pseudomonas_aeruginosa_	0.0	0	68
gb|AGT37351_1|ARO_3002360|NDM-10__Klebsiella_pneumoniae_subsp__pneumoniae_	0.0	0	68
gb|AGT57825|ARO_3003762|lnuE__synthetic_construct_	0.0	0	78
gb|AGT59159_1|ARO_3002785|QnrB73__Citrobacter_freundii_	0.0	0	33
gb|AGU01679_2|ARO_3003894|Rm3_beta-lactamase__uncultured_bacterium_	0.0	0	217
gb|AGU38146_1|ARO_3001828|ACT-23__Enterobacter_cloacae_	0.0	0	33
gb|AGU59995_1|ARO_3002070|CMY-99__Proteus_mirabilis_	0.0	0	34
gb|AGU69248_1|ARO_3001443|OXA-121__Acinetobacter_baumannii_	0.0	0	34
gb|AGU69254_1|ARO_3001687|OXA-316__Acinetobacter_baumannii_	0.0	0	34
gb|AGU91756_1|ARO_3002359|NDM-9__Klebsiella_pneumoniae_subsp__pneumoniae_	0.0	0	34
gb|AGV10818_1|ARO_3002669|APH(2__)-Ig__Campylobacter_coli_CVM_N29710_	0.0	0	278
gb|AGV10830_1|ARO_3002647|APH(3_)-IIIa__Campylobacter_coli_CVM_N29710_	1.8332261704170845	38	264
gb|AGV28567_1|ARO_3000559|adeN__Acinetobacter_baumannii_	0.0	0	135
gb|AGW16404_1|ARO_3001510|OXA-322__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16405_1|ARO_3001511|OXA-323__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16406_1|ARO_3001512|OXA-324__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16407_1|ARO_3001513|OXA-325__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16408_1|ARO_3001514|OXA-326__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16409_1|ARO_3001515|OXA-327__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16410_1|ARO_3001516|OXA-328__Acinetobacter_calcoaceticus_	0.0	0	34
gb|AGW16412_1|ARO_3001518|OXA-330__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW16415_1|ARO_3001521|OXA-333__Acinetobacter_johnsonii_	0.0	0	34
gb|AGW16416_1|ARO_3001522|OXA-334__Acinetobacter_johnsonii_	0.0	0	68
gb|AGW16417_1|ARO_3001523|OXA-335__Acinetobacter_lwoffii_	0.0	0	34
gb|AGW25367_1|ARO_3001386|TEM-209__Klebsiella_pneumoniae_	0.0	0	34
gb|AGW25368_1|ARO_3002000|CTX-M-142__Escherichia_coli_	0.0	0	33
gb|AGW81558_1|ARO_3002631|spd__Staphylococcus_aureus_	0.0	0	247
gb|AGW83446_1|ARO_3001535|OXA-348__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW83447_1|ARO_3001536|OXA-349__Acinetobacter_calcoaceticus_	0.0	0	34
gb|AGW83448_1|ARO_3001537|OXA-350__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW83449_1|ARO_3001538|OXA-351__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW83451_1|ARO_3001540|OXA-353__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGW83452_1|ARO_3001541|OXA-354__Acinetobacter_calcoaceticus_	0.0	0	33
gb|AGZ20205_1|ARO_3001382|TEM-205__Pseudomonas_aeruginosa_	0.0	0	33
gb|AGZ55247_1|ARO_3002814|clbA__Bacillus_amyloliquefaciens_CC178_	0.0	0	105
gb|AGZ83153_1|ARO_3001544|OXA-357__Acinetobacter_calcoaceticus_	0.0	0	34
gb|AGZ83154_1|ARO_3001545|OXA-358__Acinetobacter_calcoaceticus_	0.0	0	34
gb|AGZ83155_1|ARO_3001546|OXA-359__Acinetobacter_calcoaceticus_	0.0	0	34
gb|AGZ83156_1|ARO_3001547|OXA-360__Acinetobacter_schindleri_	0.0	0	102
gb|AHA11124_1|ARO_3001548|OXA-361__Acinetobacter_lwoffii_	0.0	0	10
gb|AHA11125_1|ARO_3001549|OXA-362__Acinetobacter_lwoffii_	0.0	0	68
gb|AHA11126_1|ARO_3001550|OXA-363__Acinetobacter_lwoffii_	0.0	0	34
gb|AHA41499_1|ARO_3002948|vanHO__Rhodococcus_equi_	0.0	0	198
gb|AHA41500_1|ARO_3002913|vanO__Rhodococcus_equi_	0.0	0	146
gb|AHA41501_1|ARO_3002954|vanXO__Rhodococcus_equi_	0.0	0	96
gb|AHA41504_1|ARO_3002941|vanSO__Rhodococcus_equi_	0.0	0	127
gb|AHA41505_1|ARO_3002930|vanRO__Rhodococcus_equi_	0.0	0	26
gb|AHA49908_1|ARO_3002382|SME-4__Serratia_marcescens_	0.0	0	33
gb|AHA80103_1|ARO_3002114|CMY-102__Escherichia_coli_	0.0	0	34
gb|AHA80104_1|ARO_3002115|CMY-103__Citrobacter_freundii_	0.0	0	34
gb|AHA80105_1|ARO_3001841|ACT-20__Enterobacter_hormaechei_	0.0	0	33
gb|AHA80959_1|ARO_3001357|SHV-173__Klebsiella_pneumoniae_	0.0	0	34
gb|AHB39758_1|ARO_3003013|dfrA15__Escherichia_coli_	0.0	0	17
gb|AHE41343_1|ARO_3002768|QnrB55__Raoultella_terrigena_	0.0	0	34
gb|AHE41345_1|ARO_3002797|QnrS8__Klebsiella_pneumoniae_	0.0	0	34
gb|AHE78014_1|ARO_3001861|IMI-4__Enterobacter_cloacae_	0.0	0	34
gb|AHF20043_1|ARO_3002798|QnrS9__Klebsiella_pneumoniae_	0.0	0	34
gb|AHF71363_1|ARO_3001774|OXA-370__Enterobacter_sp__87F-2_	0.0	0	34
gb|AHG97174_1|ARO_3003011|dfrA10__Klebsiella_pneumoniae_	0.0	0	187
gb|AHH83938_1|ARO_3000013|vanB__Enterococcus_faecium_	0.0	0	172
gb|AHH86051_1|ARO_3004063|EdeQ__Brevibacillus_brevis_	0.0	0	129
gb|AHI63011_1|ARO_3001552|OXA-365__Acinetobacter_baumannii_	0.0	0	33
gb|AHJ02283_1|ARO_3003186|CARB-23__Vibrio_parahaemolyticus_UCM-V493_	0.0	0	68
gb|AHJ78622_1|ARO_3001393|TEM-216__Escherichia_coli_	0.0	0	34
gb|AHK51384_1|ARO_3001573|OXA-387__Acinetobacter_baumannii_	0.0	0	33
gb|AHL30273_1|ARO_3001572|OXA-386__Acinetobacter_baumannii_	0.0	0	33
gb|AHL30274_1|ARO_3001560|OXA-374__Acinetobacter_baumannii_	0.0	0	34
gb|AHL30275_1|ARO_3001561|OXA-375__Acinetobacter_baumannii_	0.0	0	34
gb|AHL30277_1|ARO_3001563|OXA-377__Acinetobacter_baumannii_	0.0	0	34
gb|AHL30278_1|ARO_3001564|OXA-378__Acinetobacter_baumannii_	0.0	0	33
gb|AHL30279_1|ARO_3001565|OXA-379__Acinetobacter_baumannii_	0.0	0	33
gb|AHL30282_1|ARO_3001570|OXA-384__Acinetobacter_baumannii_	0.0	0	34
gb|AHL30284_1|ARO_3001574|OXA-388__Acinetobacter_baumannii_	0.0	0	34
gb|AHL30285_1|ARO_3001567|OXA-381__Acinetobacter_baumannii_	0.0	0	34
gb|AHL30286_1|ARO_3001568|OXA-382__Acinetobacter_baumannii_	0.0	0	33
gb|AHL30287_1|ARO_3001575|OXA-389__Acinetobacter_baumannii_	0.0	0	34
gb|AHL39322_1|ARO_3002098|CMY-85__Citrobacter_freundii_	0.0	0	34
gb|AHL39333_1|ARO_3001848|ACT-28__Enterobacter_cloacae_	0.0	0	33
gb|AHL39336_1|ARO_3001844|ACT-24__Enterobacter_cloacae_	0.0	0	33
gb|AHL39340_1|ARO_3001847|ACT-27__Enterobacter_cloacae_	0.0	0	33
gb|AHM76768_1|ARO_3002106|CMY-93__Citrobacter_freundii_	0.0	0	34
gb|AHM76774_1|ARO_3001843|ACT-22__Enterobacter_cloacae_	0.0	0	33
gb|AHM76779_1|ARO_3001840|ACT-19__Enterobacter_cloacae_	0.0	0	34
gb|AHV80711_1|ARO_3002863|dfrA8__Salmonella_enterica_subsp__enterica_serovar_Typhimurium_	0.0	0	169
gb|AHV85514_1|ARO_3002383|SME-5__Serratia_marcescens_	0.0	0	34
gb|AHW42429_1|ARO_3002858|dfrA12__Klebsiella_pneumoniae_subsp__pneumoniae_	0.0	0	62
gb|AHW47897_1|ARO_3002122|CMY-111__Serratia_marcescens_	0.0	0	33
gb|AHX39588_1|ARO_3002002|CTX-M-144__Escherichia_coli_	0.0	0	34
gb|AHX39589_1|ARO_3002006|CTX-M-148__Escherichia_coli_	0.0	0	33
gb|AHX97725_1|ARO_3002786|QnrB74__Escherichia_coli_	0.0	0	34
gb|AHY03238_1|ARO_3002789|QnrD2__Salmonella_enterica_subsp__enterica_serovar_Hadar_	0.0	0	34
gb|AHY20039_1|ARO_3002009|CTX-M-152__Kluyvera_sp__MRB7_	0.0	0	33
gb|AIA08936_1|ARO_3000444|rphA__Streptomyces_sp__WAC4747_	0.0	0	300
gb|AIA09786_1|ARO_3000861|rmtC__Pseudomonas_aeruginosa_	0.0	0	281
gb|AIA58910_1|ARO_3002236|IMP-45__Pseudomonas_aeruginosa_	0.0	0	33
gb|AIA58911_1|ARO_3001396|OXA-1__Pseudomonas_aeruginosa_	0.0	0	15
gb|AID67109_1|ARO_3001495|OXA-233__Citrobacter_freundii_	0.0	0	34
gb|AIG51284_1|ARO_3001340|SHV-119__Klebsiella_pneumoniae_	0.0	0	34
gb|AIG94927_1|ARO_3001606|OXA-415__Pseudomonas_aeruginosa_	0.0	0	34
gb|AIH07017_1|ARO_3002329|KPC-19__Klebsiella_pneumoniae_subsp__pneumoniae_	0.0	0	33
gb|AIL92326_1|ARO_3002254|CARB-17__Vibrio_parahaemolyticus_	0.0	0	33
gb|AIL92327_1|ARO_3003174|CARB-18__Vibrio_parahaemolyticus_	0.0	0	33
gb|AIN56719_1|ARO_3002496|OXA-418__Acinetobacter_bereziniae_	0.0	0	34
gb|AIS19858_1|ARO_3003177|IMI-7__Enterobacter_cloacae_	0.0	0	34
gb|AIS39742_1|ARO_3003157|TEM-219__Escherichia_coli_	0.0	0	34
gb|AIS67769_1|ARO_3003153|SHV-186__Klebsiella_pneumoniae_	0.0	0	34
gb|AIT76085_1|ARO_3001849|ACT-29__Enterobacter_asburiae_	0.0	0	33
gb|AIT76086_1|ARO_3001850|ACT-30__Enterobacter_cloacae_	0.0	0	34
gb|AIT76090_1|ARO_3002123|CMY-112__Citrobacter_freundii_	0.0	0	33
gb|AIT76092_1|ARO_3002126|CMY-115__Citrobacter_freundii_	0.0	0	34
gb|AIT76094_1|ARO_3002149|DHA-18__Morganella_morganii_	0.0	0	33
gb|AIT76095_1|ARO_3001584|OXA-398__Acinetobacter_baumannii_	0.0	0	34
gb|AIT76097_1|ARO_3002128|CMY-117__Citrobacter_freundii_	0.0	0	33
gb|AIT76098_1|ARO_3002130|CMY-119__Citrobacter_freundii_	0.0	0	34
gb|AIT76102_1|ARO_3002150|DHA-19__Morganella_morganii_	0.0	0	34
gb|AIT76105_1|ARO_3002147|DHA-16__Morganella_morganii_	0.0	0	102
gb|AIT76106_1|ARO_3002146|DHA-15__Klebsiella_pneumoniae_	0.0	0	34
gb|AIT76109_1|ARO_3002153|DHA-22__Escherichia_coli_	0.0	0	34
gb|AIT76110_1|ARO_3002239|IMP-48__Pseudomonas_aeruginosa_	0.0	0	33
gb|AIT76112_1|ARO_3002176|MIR-11__Enterobacter_cloacae_	0.0	0	33
gb|AIT76117_1|ARO_3002179|MIR-14__Enterobacter_asburiae_	0.0	0	34
gb|AIT97310_1|ARO_3003166|CTX-M-158__Escherichia_coli_	0.0	0	33
gb|AIX87991_1|ARO_3003180|KPC-22__Klebsiella_pneumoniae_	0.0	0	34
gb|AIY26289_1|ARO_3003194|GIM-2__Enterobacter_cloacae_	0.0	0	34
gb|AIY30331_1|ARO_3003160|OXA-422__Acinetobacter_baumannii_	0.0	0	34
gb|AIZ00987_1|ARO_3003117|OXA-421__Acinetobacter_pittii_	0.0	0	68
gb|AJA32743_1|ARO_3003148|OXA-425__Acinetobacter_baumannii_	0.0	0	34
gb|AJA32744_1|ARO_3003149|OXA-426__Acinetobacter_baumannii_	0.0	0	34
gb|AJA36815_1|ARO_3003193|QnrVC7__Vibrio_cholerae_	0.0	0	33
gb|AJD73064_1|ARO_3001301|RlmA(II)__Streptococcus_pneumoniae_	0.0	0	98
gb|AJE60855_1|ARO_3003209|FosA5__Escherichia_coli_	0.0	0	34
gb|AJG06172_1|ARO_3003172|ACT-37__Enterobacter_cloacae_	0.0	0	33
gb|AJO16038_1|ARO_3001553|OXA-366__Acinetobacter_baumannii_	0.0	0	33
gb|AJP18054_1|ARO_3003183|NDM-14__Acinetobacter_lwoffii_	0.0	0	33
gb|AJP67511_1|ARO_3003179|VIM-43__Pseudomonas_aeruginosa_	0.0	0	33
gb|AJP77054|ARO_3003716|CPS-1__Chryseobacterium_sp__Stok-1_	0.0	0	94
gb|AJP77057|ARO_3003718|MSI-1__Massilia_sp__SB1-3_	0.0	0	300
gb|AJP77058|ARO_3003719|MSI-OXA__Massilia_sp__SB1-3_	0.0	0	214
gb|AJP77059|ARO_3003670|PEDO-1__Pedobacter_sp__SI-33_	0.0	0	209
gb|AJP77071|ARO_3003714|PEDO-2__Pedobacter_sp__ALS-14_	0.0	0	147
gb|AJP77076|ARO_3003715|PEDO-3__Pedobacter_sp__Stok-3_	0.0	0	209
gb|AJP77080|ARO_3003720|SPG-1__Sphingomonas_sp__ALS-13_	0.0	0	239
gb|AJP77085|ARO_3003717|ESP-1__Epilithonimonas_sp__Stok-2_	0.0	0	76
gb|AJU57235_1|ARO_3003168|CTX-M-160__Escherichia_coli_	0.0	0	34
gb|AKA86814|ARO_3003746|optrA__Enterococcus_faecalis_	0.0	0	300
gb|AKF16168|ARO_3003689|MCR-1__Escherichia_coli_	0.0	0	34
gb|AKN19287_1|ARO_3002578|AAC(6_)-Ib7__Salmonella_enterica_subsp__enterica_serovar_Corvallis_	13.565873661086425	12	23
gb|AKR18013_1|ARO_3004336|PDC-73__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18014_1|ARO_3004337|PDC-74__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18016_1|ARO_3004339|PDC-76__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18019_1|ARO_3004342|PDC-79__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18020_1|ARO_3004343|PDC-80__Pseudomonas_aeruginosa_	0.0	0	34
gb|AKR18022_1|ARO_3004345|PDC-82__Pseudomonas_aeruginosa_	0.0	0	34
gb|AKR18023_1|ARO_3004346|PDC-83__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18024_1|ARO_3004347|PDC-84__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18025_1|ARO_3004348|PDC-85__Pseudomonas_aeruginosa_	0.0	0	34
gb|AKR18027_1|ARO_3004350|PDC-87__Pseudomonas_aeruginosa_	0.0	0	33
gb|AKR18028_1|ARO_3004351|PDC-88__Pseudomonas_aeruginosa_	0.0	0	34
gb|AKR18031_1|ARO_3004354|PDC-91__Pseudomonas_aeruginosa_	0.0	0	34
gb|AKR18032_1|ARO_3004355|PDC-92__Pseudomonas_aeruginosa_	0.0	0	34
gb|AKR18033_1|ARO_3004356|PDC-93__Pseudomonas_aeruginosa_	0.0	0	34
gb|ALH22601_1|ARO_3000620|adeL__Acinetobacter_baumannii_	0.0	0	202
gb|ALU64000|ARO_3003713|VCC-1__Vibrio_cholerae_	0.0	0	177
gb|ALV80601_1|ARO_3003801|bcr-1__Pseudomonas_aeruginosa_	0.0	0	267
gb|ALX06067_1|ARO_3000594|ErmR__Aeromicrobium_erythreum_	0.0	0	273
gb|ALX99516_1|ARO_3003811|adeC__Acinetobacter_baumannii_	0.0	0	130
gb|AMB19637_1|ARO_3001555|OXA-368__Aeromonas_sobria_	0.0	0	34
gb|AML99881_1|ARO_3001327|mdtK__Salmonella_enterica_subsp__enterica_serovar_Typhimurium_	0.0	0	25
gb|AMP35312_1|ARO_3002831|vgaC__Enterobacter_cloacae_	0.2439905334727774	1	76
gb|AMP42147_1|ARO_3004442|tet(W_N_W)__uncultured_bacterium_IN-02_	1.724475465392342	6	69
gb|AMP42492_1|ARO_3004441|tet(59)__uncultured_bacterium_IN-14_	0.0	0	250
gb|AMY61250_1|ARO_3004092|HMB-1_beta-lactamase__Pseudomonas_aeruginosa_	0.0	0	148
gb|ANK04027_1|ARO_3003838|gadW__Escherichia_coli_O25b_H4_	0.6377971222791261	6	146
gb|ANP63073_1|ARO_3003741|mphD__Pseudomonas_aeruginosa_	13.496660019958426	148	261
gb|ANR95875_1|ARO_3004194|MCR-1_2__Klebsiella_pneumoniae_	0.0	0	34
gb|ANZ79240_1|ARO_3004035|tetA(60)__uncultured_bacterium_	0.0	0	282
gb|ANZ79241_1|ARO_3004036|tetB(60)__uncultured_bacterium_	0.0	0	300
gb|ANZ79476_1|ARO_3003908|Erm(47)__Helcococcus_kunzii_	0.0	0	246
gb|AOQ26572_1|ARO_3004362|OXA-535__Shewanella_sp__	0.0	0	34
gb|AOT73359_1|ARO_3004093|NDM-17__Escherichia_coli_	0.0	0	34
gb|APB03214_1|ARO_3003980|tetA(48)__Paenibacillus_sp__LC231_	0.0	0	119
gb|APB03215_1|ARO_3003981|tetB(48)__Paenibacillus_sp__LC231_	0.0	0	34
gb|APB03216_1|ARO_3003982|LlmA_23S_ribosomal_RNA_methyltransferase__Paenibacillus_sp__LC231_	0.0	0	34
gb|APB03217_1|ARO_3003983|CatU__Paenibacillus_sp__LC231_	0.0	0	131
gb|APB03218_1|ARO_3003984|BahA__Paenibacillus_sp__LC231_	0.0	0	300
gb|APB03219_1|ARO_3003986|TaeA__Paenibacillus_sp__LC231_	0.0	0	220
gb|APB03220_1|ARO_3003987|VatI__Paenibacillus_sp__LC231_	0.0	0	75
gb|APB03221_1|ARO_3003988|AAC(2_)-IIb__Paenibacillus_sp__LC231_	0.0	0	212
gb|APB03222_1|ARO_3003992|rphB__Paenibacillus_sp__LC231_	0.0	0	237
gb|APB03223_1|ARO_3003989|AAC(6_)-34__Paenibacillus_sp__LC231_	0.0	0	120
gb|APB03224_1|ARO_3003994|cpaA__Paenibacillus_sp__LC231_	0.0	0	143
gb|APB03225_1|ARO_3003990|VgbC__Paenibacillus_sp__LC231_	0.0	0	179
gb|APB03226_1|ARO_3003991|mphI__Paenibacillus_sp__LC231_	0.0	0	171
gb|APU52409_1|ARO_3004085|lnuG__Enterococcus_faecalis_	0.0	0	159
gb|AQX36338_1|ARO_3004379|QepA4__Escherichia_coli_	0.0	0	34
gb|AQX82857_1|ARO_3004185|mecD__Macrococcus_caseolyticus_	0.0	0	300
gb|ARX76025_1|ARO_3003128|OXA-436__Enterobacter_asburiae_	0.0	0	33
gb|ASF81896_1|ARO_3004139|MCR-3__Escherichia_coli_	0.0	1	181
gb|ASK40562_1|ARO_3004332|MCR-5__Salmonella_enterica_subsp__enterica_serovar_Paratyphi_B_	0.0513081454655311	2	300
gb|ASR73329_1|ARO_3004325|MCR-4__Salmonella_sp__	0.0	0	120
gb|ATL63235_1|ARO_3004357|catV__Brevibacillus_brevis_Vm4_	0.0	0	136
gb|AUW34359_1|ARO_3004445|RSA-2__uncultured_bacterium_	0.0	0	283
gb|AUW34365_1|ARO_3004444|RSA-1__uncultured_bacterium_	0.0	0	236
gb|BAA02497_1|ARO_3002250|CARB-12__Proteus_mirabilis_	0.0	0	34
gb|BAA03402_1|ARO_3001306|ErmW__Micromonospora_griseorubida_	0.0	0	249
gb|BAA03674_1|ARO_3001300|myrA__Micromonospora_griseorubida_	0.0	0	167
gb|BAA03718_1|ARO_3002689|plasmid-encoded_cat_(pp-cat)__Photobacterium_damselae_subsp__piscicida_	0.0	0	33
gb|BAA03776_1|ARO_3000316|mphA__Escherichia_coli_	0.02662063120307383	1	290
gb|BAA07072_1|ARO_3002812|pp-flo__Photobacterium_damselae_subsp__piscicida_	0.0	0	38
gb|BAA07390_1|ARO_3002893|tcr3__Streptomyces_aureofaciens_	0.0	0	300
gb|BAA11236_1|ARO_3000206|emrK__Escherichia_coli_	0.1274988126041957	5	279
gb|BAA11237_1|ARO_3000254|emrY__Escherichia_coli_	0.5604833482117536	10	297
gb|BAA12910_1|ARO_3000318|mphB__Escherichia_coli_	0.0	0	252
gb|BAA15934_1|ARO_3000829|baeS__Escherichia_coli_str__K-12_substr__W3110_	2.6088218579012326	5	102
gb|BAA16547_1|ARO_3000027|emrA__Escherichia_coli_str__K-12_substr__W3110_	0.0	0	19
gb|BAA23130_1|ARO_3002493|SRT-1__Serratia_marcescens_	0.0	0	68
gb|BAA28282_1|ARO_3001907|CTX-M-45__Escherichia_coli_	0.0	0	30
gb|BAA32493_1|ARO_3000423|FomA__Streptomyces_wedmorensis_	0.0	0	266
gb|BAA32494_1|ARO_3000449|FomB__Streptomyces_wedmorensis_	0.0	0	300
gb|BAA34299_1|ARO_3003034|mexX__Pseudomonas_aeruginosa_PAO1_	0.0	0	166
gb|BAA34300_1|ARO_3003033|mexY__Pseudomonas_aeruginosa_PAO1_	0.0	0	300
gb|BAA77393_1|ARO_3002194|IMP-3__Shigella_flexneri_	0.0	0	33
gb|BAA78619_1|ARO_3002544|AAC(3)-Xa__Streptomyces_griseus_	0.0	0	143
gb|BAB20748_1|ARO_3002825|ErmY__Staphylococcus_aureus_	0.0	0	131
gb|BAB41258_1|ARO_3000124|mecI__Staphylococcus_aureus_subsp__aureus_N315_	0.0	0	106
gb|BAB59035_1|ARO_3002870|tet34__Vibrio_sp__No_6_	0.0	0	73
gb|BAB72069_1|ARO_3002201|IMP-10__Pseudomonas_aeruginosa_	0.0	0	33
gb|BAB72072_1|ARO_3002202|IMP-11__Acinetobacter_baumannii_	0.0	0	33
gb|BAC11901_1|ARO_3002670|cat__Streptococcus_suis_	0.0	0	68
gb|BAC11911_1|ARO_3003551|emeA__Enterococcus_faecalis_ATCC_29212_	0.0	0	187
gb|BAC20579_1|ARO_3000859|rmtA__Pseudomonas_aeruginosa_	0.0	0	116
gb|BAC61820_1|ARO_3003151|CARB-22__Vibrio_parahaemolyticus_RIMD_2210633_	0.0	0	68
gb|BAC67143_1|ARO_3000166|tet(B)__Gram-negative_bacterium_TC71_	0.0	0	33
gb|BAC76072_1|ARO_3001856|CFE-1__Escherichia_coli_	0.0	0	68
gb|BAD00739_1|ARO_3002607|aadA7__Vibrio_fluvialis_	0.0	0	88
gb|BAD10948_2|ARO_3002563|AAC(6_)-Isa__Streptomyces_albulus_	0.0	0	93
gb|BAD11815_1|ARO_3002593|AAC(6_)-Ib-SK__Streptomyces_kanamyceticus_	0.0	0	146
gb|BAD12078_1|ARO_3002572|AAC(6_)-Iad__Acinetobacter_pittii_	0.0	0	131
gb|BAD14386_1|ARO_3002573|AAC(6_)-Iae__Pseudomonas_aeruginosa_	0.0	0	124
gb|BAD59497_1|ARO_3000501|Nocardia_rifampin_resistant_beta-subunit_of_RNA_polymerase_(rpoB2)__Nocardia_farcinica_IFM_10152_	0.0	0	233
gb|BAD63613_1|ARO_3002816|clbC__Bacillus_clausii_KSM-K16_	0.0	0	258
gb|BAD89844_2|ARO_3000753|abeM__Acinetobacter_baumannii_	0.0	0	83
gb|BAD95494_1|ARO_3002895|SAT-1__Escherichia_coli_	0.39162452832235634	5	174
gb|BAE06005_1|ARO_3003704|mexM__Pseudomonas_aeruginosa_	0.0	0	300
gb|BAE06006_1|ARO_3003705|mexN__Pseudomonas_aeruginosa_	0.0	0	300
gb|BAE06007_1|ARO_3003698|mexP__Pseudomonas_aeruginosa_	0.0	0	300
gb|BAE06008_1|ARO_3003699|mexQ__Pseudomonas_aeruginosa_	0.0	0	293
gb|BAE06009_1|ARO_3003700|opmE__Pseudomonas_aeruginosa_	0.0	0	273
gb|BAE15963_1|ARO_3002868|dfrG__Staphylococcus_aureus_	0.0	0	27
gb|BAE77781_1|ARO_3000795|mdtE__Escherichia_coli_str__K-12_substr__W3110_	0.6921364112799195	8	207
gb|BAE77933_1|ARO_3000518|CRP__Escherichia_coli_str__K-12_substr__W3110_	0.565244735878601	2	37
gb|BAE78082_1|ARO_3003550|mdtP__Escherichia_coli_str__K-12_substr__W3110_	0.0	2	199
gb|BAE78083_1|ARO_3003549|mdtO__Escherichia_coli_str__K-12_substr__W3110_	0.5590332552645505	7	169
gb|BAE78084_1|ARO_3003548|mdtN__Escherichia_coli_str__K-12_substr__W3110_	1.130489471757202	6	181
gb|BAE78116_1|ARO_3003576|PmrC__Escherichia_coli_str__K-12_substr__W3110_	1.4131118396965023	2	51
gb|BAF36388_1|ARO_3002048|CMY-37__Citrobacter_freundii_	0.0	0	33
gb|BAF56185_1|ARO_3002037|CMY-26__Klebsiella_oxytoca_	0.0	0	34
gb|BAF80809_1|ARO_3002665|npmA__Escherichia_coli_	0.0	0	219
gb|BAF91108_1|ARO_3000847|KHM-1_beta-lactamase__Citrobacter_freundii_	0.0	0	144
